,CTRL-5710360983,Data Encryption Verification Control - Global Wealth Management,This control ensures that data encryption verification - global wealth management is performed according to established procedures and documented appropriately.,FALSE,Level 1,,Preventative,Manual,Quarterly,FALSE,"Evidence includes system screenshots, approval emails, and reconciliation reports for data encryption verification control - global wealth management.",2023-11-04 0:00:00,FALSE,,Active,2023-11-04 0:00:00,,,Last reviewed on 2023-02-23. Control operating effectively.,2023-02-23 00:00:00,N00000,All Functions,N20000,Global Wealth Management,N20200,High Net Worth,N20210,Wealth Planning,N20211,Tax Advisory,N20212,Estate Planning,N20213,Trust Services,N0000,UBS Group AG (Regional),AMER,Americas,SNA,North America,C840,United States,3100,UBS Securities LLC,Sarah Johnson,34215035,Managing Director,Sarah Fischer,55610493,,,,,FALSE,TRUE,FALSE,FALSE,TRUE,Control is SOX relevant due to impact on financial reporting for Global Wealth Management.,Local requirements for United States operations.,Audit Committee,Trading Assets,,,John Smith,34347841,2023-10-14 0:00:00,Isabella Schmidt,,2023-02-23 0:00:00,2023-02-23 0:00:00,"Regulatory Control, BCBS239 Control, SOX Control, CCAR Control","Completeness, Valuation, Accuracy, Presentation and Disclosure","Physical Security, Talent and Resource Management","N40313, N20213","Transaction Monitoring, Trust Services",Control applies to multiple functions within Global Wealth Management.,3100,UBS Securities LLC
,CTRL-8934927891,Incident Management Escalation Control - Group Functions,This control ensures that incident management escalation - group functions is performed according to established procedures and documented appropriately.,TRUE,Level 1,,1st Line Detective,Manual,Event Triggered,TRUE,"Evidence includes system screenshots, approval emails, and reconciliation reports for incident management escalation control - group functions.",2021-04-02 0:00:00,FALSE,,Active,2021-04-02 0:00:00,,,Last reviewed on 2023-10-09. Control operating effectively.,2023-10-09 00:00:00,N00000,All Functions,N40000,Group Functions,N40100,Group Risk Control,N40110,Non-Financial Risk,N40111,Operational Risk,N40112,Risk Assessment,N40113,Control Testing,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SB,UK & Ireland,C782,United Kingdom,2100,UBS AG London Branch,David Chen,26104026,Managing Director,James Lopez,67801537,Linda Harris,95918360,Christopher Weber,25458308,FALSE,TRUE,FALSE,FALSE,TRUE,Control is SOX relevant due to impact on financial reporting for Group Functions.,,Compliance Committee,Loans,,,Amelia Rodriguez,61030579,2021-03-08 0:00:00,Maria Garcia,,,,"Manual Control, SOX Control, IT General Control, Application Control","Accuracy, Completeness, Valuation",Intragroup Dependencies,N10122,Options Trading,Control applies to multiple functions within Group Functions.,"2210, 3200, 4200","UBS Europe SE Frankfurt, UBS Financial Services Inc, UBS AG Singapore Branch"
,CTRL-7887950851,Change Management Approval Control - Global Wealth Management,This control ensures that change management approval - global wealth management is performed according to established procedures and documented appropriately.,FALSE,Level 1,,1st Line Detective,IT Dependent Manual,Annually,FALSE,"Evidence includes system screenshots, approval emails, and reconciliation reports for change management approval control - global wealth management.",2020-08-03 0:00:00,FALSE,,Active,2020-08-03 0:00:00,,,Last reviewed on 2024-06-08. Control operating effectively.,2024-06-08 00:00:00,N00000,All Functions,N20000,Global Wealth Management,N20100,Ultra High Net Worth,N20110,Private Banking,N20111,Client Advisory,N20112,Portfolio Management,N20113,Investment Advisory,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C344,Hong Kong,4100,UBS AG Hong Kong Branch,Edward Martinez,97980930,Business Manager,William Anderson,94281857,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,Control is SOX relevant due to impact on financial reporting for Global Wealth Management.,,Technology Committee,Loans,SAP,,Susan King,85663295,2020-07-29 0:00:00,,20298660,2024-06-08 0:00:00,2024-06-08 0:00:00,Automated Control,"Classification, Presentation and Disclosure, Cutoff, Existence","Organizational Culture, Third Party Management","N40413, N20113","Capital Calculations, Investment Advisory",Control applies to multiple functions within Global Wealth Management.,"4300, 3200","UBS Securities Japan Co Ltd, UBS Financial Services Inc"
,CTRL-4466589567,System Availability Monitoring Control - Investment Bank,This control ensures that system availability monitoring - investment bank processes are executed according to established procedures. The control owner reviews system logs and validates that all changes follow the approved change management process.,FALSE,Level 1,,2nd Line Detective,Automated,Semi-Annually,TRUE,"Evidence includes system screenshots, approval emails, and reconciliation reports for system availability monitoring control - investment bank.",2022-11-20 0:00:00,TRUE,2022-12-20 0:00:00,Inactive,2022-11-20 0:00:00,2025-12-25 0:00:00,Regulatory requirement removed,Deactivated on 2025-12-25.,2023-12-20 00:00:00,N00000,All Functions,N10000,Investment Bank,N14952,Investment Banking,N14960,Advisory,N14961,M&A,N14962,Cross Border M&A,N14963,Deal Execution,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SB,UK & Ireland,C782,United Kingdom,2100,UBS AG London Branch,Matthew Wilson,58841557,Managing Director,Maria Weber,61998170,Charlotte Li,51638598,,,FALSE,FALSE,FALSE,FALSE,FALSE,,Local requirements for United Kingdom operations.,Technology Committee,Trading Assets,Reuters,Replaced by CTRL-5658832688,Christopher Wang,90246882,2022-10-30 0:00:00,Elizabeth Rodriguez,80651318,,2023-12-20 0:00:00,"Key Control, Financial Reporting Control, Regulatory Control",,"Technology Change Management, Conduct Risk",N20113,Investment Advisory,Control applies to multiple functions within Investment Bank.,"4300, 2210","UBS Securities Japan Co Ltd, UBS Europe SE Frankfurt"
,CTRL-8429141456,Data Retention Compliance Control - Global Wealth Management,This control ensures data integrity through data retention compliance - global wealth management. Data stewards validate accuracy and completeness of critical data elements on a regular basis.,FALSE,Level 1,,1st Line Detective,IT Dependent Manual,Intraday,FALSE,"Evidence includes system screenshots, approval emails, and reconciliation reports for data retention compliance control - global wealth management.",2020-08-12 0:00:00,FALSE,2020-09-11 0:00:00,Inactive,2020-08-12 0:00:00,2024-12-10 0:00:00,Business process discontinued,Deactivated on 2024-12-10.,2025-12-14 00:00:00,N00000,All Functions,N20000,Global Wealth Management,N20100,Ultra High Net Worth,N20110,Private Banking,N20111,Client Advisory,N20112,Portfolio Management,N20113,Investment Advisory,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SCH,Switzerland,C756,Switzerland,1000,UBS AG Zurich,Edward White,30703455,Team Lead,Henry Anderson,93851247,Maria Young,71965637,David White,77498993,FALSE,FALSE,FALSE,FALSE,FALSE,,Local requirements for Switzerland operations.,Audit Committee,Deposits,Murex,Replaced by CTRL-9044482007,Henry Young,15864298,2020-07-26 0:00:00,,,2025-12-14 0:00:00,2025-12-14 0:00:00,Regulatory Control,,Data Management,N14963,Deal Execution,Control applies to multiple functions within Global Wealth Management.,"4300, 3200","UBS Securities Japan Co Ltd, UBS Financial Services Inc"
,CTRL-3303082117,Enhanced Due Diligence Control - Investment Bank,This control monitors enhanced due diligence - investment bank activities to detect and prevent financial crime. Compliance teams review alerts and escalate suspicious activities as required.,TRUE,Level 1,,Detective,Manual,Semi-Annually,TRUE,"Evidence includes system screenshots, approval emails, and reconciliation reports for enhanced due diligence control - investment bank.",2022-01-15 0:00:00,FALSE,2022-02-14 0:00:00,Active,2022-01-15 0:00:00,,,Last reviewed on 2023-02-24. Control operating effectively.,2023-02-24 00:00:00,N00000,All Functions,N10000,Investment Bank,N14952,Investment Banking,N14960,Advisory,N14961,M&A,N14962,Cross Border M&A,N14963,Deal Execution,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C702,Singapore,4200,UBS AG Singapore Branch,Patricia Kumar,41645597,Managing Director,Thomas Garcia,60319927,James Garcia,12550658,,,FALSE,TRUE,TRUE,FALSE,FALSE,Control is SOX relevant due to impact on financial reporting for Investment Bank.,Local requirements for Singapore operations.,Compliance Committee,,Reuters,,Daniel Johnson,52773159,2021-12-16 0:00:00,Mia Weber,,,,"SOX Control, Automated Control, Application Control, Regulatory Control",Rights and Obligations,Financial Crime Prevention,"N14963, N20213, N40113","Deal Execution, Trust Services, Control Testing",Control applies to multiple functions within Investment Bank.,4100,UBS AG Hong Kong Branch
,CTRL-2625792787,System Availability Monitoring Control - Global Wealth Management,This control ensures that system availability monitoring - global wealth management is performed according to established procedures and documented appropriately.,FALSE,Level 1,,Preventative,IT Dependent Manual,Annually,FALSE,"Evidence includes system screenshots, approval emails, and reconciliation reports for system availability monitoring control - global wealth management.",2022-12-20 0:00:00,FALSE,,Active,2022-12-20 0:00:00,,,Last reviewed on 2023-05-19. Control operating effectively.,2023-05-19 00:00:00,N00000,All Functions,N20000,Global Wealth Management,N20100,Ultra High Net Worth,N20110,Private Banking,N20111,Client Advisory,N20112,Portfolio Management,N20113,Investment Advisory,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C702,Singapore,4200,UBS AG Singapore Branch,Kevin Johnson,62405812,Director,Andrew Williams,95318289,Andrew Anderson,28099607,William King,14963880,FALSE,TRUE,FALSE,FALSE,FALSE,Control is SOX relevant due to impact on financial reporting for Global Wealth Management.,,Risk Committee,Derivatives,Calypso,,Thomas Kumar,44044361,2022-12-08 0:00:00,Kevin Wright,,2023-05-19 0:00:00,,"Key Control, Financial Reporting Control, Regulatory Control",Accuracy,Process Execution,"N40113, N40213","Control Testing, DevOps",Control applies to multiple functions within Global Wealth Management.,"4100, 2210","UBS AG Hong Kong Branch, UBS Europe SE Frankfurt"
,CTRL-7665963761,Business Continuity Plan Testing Control - Group Functions,This control ensures business continuity plan testing - group functions capabilities are maintained and tested to support business resilience.,FALSE,Level 1,,Preventative,IT Dependent Manual,Annually,TRUE,"Evidence includes system screenshots, approval emails, and reconciliation reports for business continuity plan testing control - group functions.",2022-05-22 0:00:00,FALSE,2022-06-21 0:00:00,Active,2022-05-22 0:00:00,,,Last reviewed on 2025-05-31. Control operating effectively.,2025-05-31 00:00:00,N00000,All Functions,N40000,Group Functions,N40200,Group Technology,N40210,Infrastructure,N40211,Cloud Services,N40212,Platform Engineering,N40213,DevOps,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C392,Japan,4300,UBS Securities Japan Co Ltd,Amelia Weber,53112268,Director,Benjamin Garcia,54012664,Maria Wilson,14179623,,,FALSE,TRUE,FALSE,FALSE,FALSE,Control is SOX relevant due to impact on financial reporting for Group Functions.,,Technology Committee,Revenue,Murex,,David Fischer,69849800,2022-05-19 0:00:00,,59167775,2025-05-31 0:00:00,2025-05-31 0:00:00,Automated Control,"Classification, Valuation","Business Continuity, Anti-Money Laundering","N40213, N10122","DevOps, Options Trading",Control applies to multiple functions within Group Functions.,"1000, 3200, 4300","UBS AG Zurich, UBS Financial Services Inc, UBS Securities Japan Co Ltd"
,CTRL-8995970241,KYC Refresh Review Control - Group Functions,This control ensures that kyc refresh review - group functions is performed according to established procedures and documented appropriately.,FALSE,Level 1,,2nd Line Detective,Manual,Annually,TRUE,"Evidence includes system screenshots, approval emails, and reconciliation reports for kyc refresh review control - group functions.",2021-02-01 0:00:00,TRUE,2021-03-03 0:00:00,Active,2021-02-01 0:00:00,,,Last reviewed on 2025-11-26. Control operating effectively.,2025-11-26 00:00:00,N00000,All Functions,N40000,Group Functions,N40100,Group Risk Control,N40110,Non-Financial Risk,N40111,Operational Risk,N40112,Risk Assessment,N40113,Control Testing,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C344,Hong Kong,4100,UBS AG Hong Kong Branch,Karen Davis,45135070,Team Lead,Michael Young,38799154,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,Local requirements for Hong Kong operations.,Audit Committee,Derivatives,Reuters,,Margaret Weber,75927774,2021-01-16 0:00:00,,28639738,,,"Manual Control, Financial Reporting Control, Application Control",,"Anti-Money Laundering, Financial Crime Prevention, Technology Change Management","N14963, N10122, N40313","Deal Execution, Options Trading, Transaction Monitoring",Control applies to multiple functions within Group Functions.,"4200, 4100","UBS AG Singapore Branch, UBS AG Hong Kong Branch"
,CTRL-3479708607,Change Management Approval Control - Group Functions,This control ensures that change management approval - group functions is performed according to established procedures and documented appropriately.,TRUE,Level 1,,Detective,Automated,Semi-Annually,TRUE,"Evidence includes system screenshots, approval emails, and reconciliation reports for change management approval control - group functions.",2021-11-01 0:00:00,FALSE,2021-12-01 0:00:00,Active,2021-11-01 0:00:00,,,Last reviewed on 2023-06-01. Control operating effectively.,2023-06-01 00:00:00,N00000,All Functions,N40000,Group Functions,N40200,Group Technology,N40210,Infrastructure,N40211,Cloud Services,N40212,Platform Engineering,N40213,DevOps,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C702,Singapore,4200,UBS AG Singapore Branch,Jessica Li,27224779,Senior Analyst,Karen Anderson,27318510,,,,,FALSE,TRUE,FALSE,FALSE,TRUE,Control is SOX relevant due to impact on financial reporting for Group Functions.,,Audit Committee,Deposits,Reuters,,Linda Brown,26664623,2021-10-11 0:00:00,,91220369,2023-06-01 0:00:00,2023-06-01 0:00:00,Key Control,Existence,"Operational Resilience, Data Management","N40413, N20213, N20113","Capital Calculations, Trust Services, Investment Advisory",Control applies to multiple functions within Group Functions.,"4200, 3200, 4100","UBS AG Singapore Branch, UBS Financial Services Inc, UBS AG Hong Kong Branch"
,CTRL-4026113008,Security Patch Management Control - Investment Bank,This control ensures that security patch management - investment bank is performed according to established procedures and documented appropriately.,TRUE,Level 1,,1st Line Detective,Automated,Monthly,TRUE,"Evidence includes system screenshots, approval emails, and reconciliation reports for security patch management control - investment bank.",2022-09-24 0:00:00,TRUE,,Active,2022-09-24 0:00:00,,,Last reviewed on 2025-04-11. Control operating effectively.,2025-04-11 00:00:00,N00000,All Functions,N10000,Investment Bank,N10007,Global Markets,N10100,Equities,N10110,Cash Equities,N10111,Execution Services,N10112,Electronic Trading,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C392,Japan,4300,UBS Securities Japan Co Ltd,William Brown,31217198,Director,Matthew Martin,74995086,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,Control is SOX relevant due to impact on financial reporting for Investment Bank.,,Operating Committee,Loans,,,Barbara Thomas,55659873,2022-09-16 0:00:00,Evelyn Wilson,87535841,2025-04-11 0:00:00,,"Application Control, Manual Control","Classification, Valuation, Rights and Obligations, Existence","Physical Security, Sanctions Compliance, Organizational Culture",N40113,Control Testing,Control applies to multiple functions within Investment Bank.,"4300, 2210, 4200","UBS Securities Japan Co Ltd, UBS Europe SE Frankfurt, UBS AG Singapore Branch"
,CTRL-9786748825,OFAC Compliance Review Control - Asset Management,This control ensures that ofac compliance review - asset management is performed according to established procedures and documented appropriately.,FALSE,Level 2,CTRL-5693307665,Preventative,Automated,Intraday,TRUE,"Evidence includes system screenshots, approval emails, and reconciliation reports for ofac compliance review control - asset management.",2023-06-06 0:00:00,FALSE,2023-07-06 0:00:00,Active,2023-06-06 0:00:00,,,Last reviewed on 2025-08-21. Control operating effectively.,2025-08-21 00:00:00,N00000,All Functions,N30000,Asset Management,N30100,Traditional Investments,N30110,Fixed Income,N30111,Credit,N30112,Investment Grade,N30113,Portfolio Management,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SB,UK & Ireland,C782,United Kingdom,2100,UBS AG London Branch,James Miller,67838146,Business Manager,Lucas Mueller,59093843,Patricia Kumar,55511258,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,Operating Committee,Trading Assets,Murex,,Patricia Kumar,16072331,2023-05-08 0:00:00,Patricia Williams,,,,"Manual Control, Application Control, CCAR Control, Regulatory Control",,Sanctions Compliance,"N14963, N30113, N40313","Deal Execution, Portfolio Management, Transaction Monitoring",Control applies to multiple functions within Asset Management.,4200,UBS AG Singapore Branch
,CTRL-5728765136,Business Impact Assessment Review Control - Global Wealth Management,This control ensures business impact assessment review - global wealth management capabilities are maintained and tested to support business resilience.,TRUE,Level 2,CTRL-5710360983,2nd Line Detective,Manual,Event Triggered,FALSE,"Evidence includes system screenshots, approval emails, and reconciliation reports for business impact assessment review control - global wealth management.",2021-09-21 0:00:00,TRUE,,Active,2021-09-21 0:00:00,,,Last reviewed on 2023-02-04. Control operating effectively.,2023-02-04 00:00:00,N00000,All Functions,N20000,Global Wealth Management,N20200,High Net Worth,N20210,Wealth Planning,N20211,Tax Advisory,N20212,Estate Planning,N20213,Trust Services,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C344,Hong Kong,4100,UBS AG Hong Kong Branch,Mia Martin,88343175,Business Manager,Jennifer Johnson,90115852,Matthew Chen,66207740,,,FALSE,TRUE,TRUE,FALSE,FALSE,Control is SOX relevant due to impact on financial reporting for Global Wealth Management.,,Technology Committee,Deposits,,,Andrew Mueller,97991930,2021-09-05 0:00:00,Andrew Brown,79616482,,,"Manual Control, IT General Control, Financial Reporting Control, SOX Control","Accuracy, Presentation and Disclosure, Valuation, Classification","Business Continuity, Physical Security, Regulatory Change","N40213, N20113, N40313","DevOps, Investment Advisory, Transaction Monitoring",Control applies to multiple functions within Global Wealth Management.,"3200, 2210","UBS Financial Services Inc, UBS Europe SE Frankfurt"
,CTRL-6488854841,Capacity Planning Review Control - Global Wealth Management,This control ensures that capacity planning review - global wealth management is performed according to established procedures and documented appropriately.,FALSE,Level 2,CTRL-9703905715,Detective,IT Dependent Manual,Semi-Annually,TRUE,"Evidence includes system screenshots, approval emails, and reconciliation reports for capacity planning review control - global wealth management.",2022-01-02 0:00:00,TRUE,,Active,2022-01-02 0:00:00,,,Last reviewed on 2024-07-14. Control operating effectively.,2024-07-14 00:00:00,N00000,All Functions,N20000,Global Wealth Management,N20200,High Net Worth,N20210,Wealth Planning,N20211,Tax Advisory,N20212,Estate Planning,N20213,Trust Services,N0000,UBS Group AG (Regional),AMER,Americas,SNA,North America,C840,United States,3100,UBS Securities LLC,Brian White,62953249,Team Lead,John Martinez,48983895,Sophia Moore,95623471,Daniel Brown,23448342,FALSE,FALSE,FALSE,FALSE,FALSE,,Local requirements for United States operations.,Risk Committee,,,,Oliver Weber,20607151,2021-12-15 0:00:00,,31198492,2024-07-14 0:00:00,2024-07-14 0:00:00,"Application Control, BCBS239 Control, Regulatory Control, CCAR Control",,"Transaction Processing, Regulatory Change, Conduct Risk","N10112, N10122","Electronic Trading, Options Trading",Control applies to multiple functions within Global Wealth Management.,"3100, 3200, 4100","UBS Securities LLC, UBS Financial Services Inc, UBS AG Hong Kong Branch"
,CTRL-2566942273,Outside Business Activity Review Control - Investment Bank,This control ensures that outside business activity review - investment bank is performed according to established procedures and documented appropriately.,TRUE,Level 2,CTRL-8429141456,2nd Line Detective,Automated,Quarterly,TRUE,"Evidence includes system screenshots, approval emails, and reconciliation reports for outside business activity review control - investment bank.",2022-10-17 0:00:00,FALSE,2022-11-16 0:00:00,Active,2022-10-17 0:00:00,,,Last reviewed on 2024-08-15. Control operating effectively.,2024-08-15 00:00:00,N00000,All Functions,N10000,Investment Bank,N10007,Global Markets,N10100,Equities,N10110,Cash Equities,N10111,Execution Services,N10112,Electronic Trading,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SCH,Switzerland,C756,Switzerland,1000,UBS AG Zurich,James Fischer,86230551,Business Manager,Edward Miller,54968591,Elizabeth Weber,86206305,Alexander Anderson,92000924,TRUE,TRUE,FALSE,TRUE,TRUE,Control is SOX relevant due to impact on financial reporting for Investment Bank.,Local requirements for Switzerland operations.,Compliance Committee,Derivatives,SAP,,David King,96075494,2022-10-11 0:00:00,,,2024-08-15 0:00:00,,"Key Control, Regulatory Control","Rights and Obligations, Classification, Valuation, Accuracy","Outsourcing Risk, Cyber and Information Security","N40413, N10112","Capital Calculations, Electronic Trading",Control applies to multiple functions within Investment Bank.,"4100, 4300","UBS AG Hong Kong Branch, UBS Securities Japan Co Ltd"
,CTRL-6884882440,OFAC Compliance Review Control - Investment Bank,This control ensures that ofac compliance review - investment bank is performed according to established procedures and documented appropriately.,FALSE,Level 2,CTRL-1127978094,2nd Line Detective,IT Dependent Manual,Quarterly,TRUE,"Evidence includes system screenshots, approval emails, and reconciliation reports for ofac compliance review control - investment bank.",2023-11-23 0:00:00,TRUE,2023-12-23 0:00:00,Active,2023-11-23 0:00:00,,,Last reviewed on 2024-09-28. Control operating effectively.,2024-09-28 00:00:00,N00000,All Functions,N10000,Investment Bank,N10007,Global Markets,N10100,Equities,N10110,Cash Equities,N10111,Execution Services,N10112,Electronic Trading,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SGE,Germany & Austria,C276,Germany,2210,UBS Europe SE Frankfurt,David Kumar,92493631,Managing Director,Daniel Moore,27927298,Maria Jones,85721444,Mia Brown,83504237,TRUE,TRUE,FALSE,FALSE,FALSE,Control is SOX relevant due to impact on financial reporting for Investment Bank.,,Audit Committee,Derivatives,,,Andrew Martinez,71066203,2023-11-06 0:00:00,Mia Thomas,75609379,,2024-09-28 0:00:00,Application Control,"Cutoff, Rights and Obligations","Sanctions Compliance, Outsourcing Risk","N10112, N40313, N40213","Electronic Trading, Transaction Monitoring, DevOps",Control applies to multiple functions within Investment Bank.,"3200, 4100, 2100","UBS Financial Services Inc, UBS AG Hong Kong Branch, UBS AG London Branch"
,CTRL-3783290795,System Availability Monitoring Control - Global Wealth Management,This control ensures that system availability monitoring - global wealth management is performed according to established procedures and documented appropriately.,TRUE,Level 2,CTRL-7825844140,2nd Line Detective,Automated,Event Triggered,FALSE,"Evidence includes system screenshots, approval emails, and reconciliation reports for system availability monitoring control - global wealth management.",2022-05-29 0:00:00,TRUE,2022-06-28 0:00:00,Active,2022-05-29 0:00:00,,,Last reviewed on 2023-05-11. Control operating effectively.,2023-05-11 00:00:00,N00000,All Functions,N20000,Global Wealth Management,N20200,High Net Worth,N20210,Wealth Planning,N20211,Tax Advisory,N20212,Estate Planning,N20213,Trust Services,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SB,UK & Ireland,C782,United Kingdom,2100,UBS AG London Branch,Sophia Jones,73360324,Senior Analyst,Oliver Weber,64877191,,,Mia Anderson,82109613,FALSE,TRUE,FALSE,FALSE,FALSE,Control is SOX relevant due to impact on financial reporting for Global Wealth Management.,Local requirements for United Kingdom operations.,Risk Committee,Revenue,Calypso,,Amelia Rodriguez,96104027,2022-05-17 0:00:00,,66925500,2023-05-11 0:00:00,2023-05-11 0:00:00,"Application Control, Financial Reporting Control","Presentation and Disclosure, Completeness","Intragroup Dependencies, Operational Resilience, Data Management","N10122, N10112, N40113","Options Trading, Electronic Trading, Control Testing",Control applies to multiple functions within Global Wealth Management.,"2100, 2210, 4200","UBS AG London Branch, UBS Europe SE Frankfurt, UBS AG Singapore Branch"
,CTRL-4131575764,Access Rights Review Control - Investment Bank,This control ensures that access rights review - investment bank is performed according to established procedures and documented appropriately.,FALSE,Level 2,CTRL-2181241943,Detective,IT Dependent Manual,Quarterly,TRUE,"Evidence includes system screenshots, approval emails, and reconciliation reports for access rights review control - investment bank.",2021-06-09 0:00:00,FALSE,2021-07-09 0:00:00,Active,2021-06-09 0:00:00,,,Last reviewed on 2023-04-01. Control operating effectively.,2023-04-01 00:00:00,N00000,All Functions,N10000,Investment Bank,N10007,Global Markets,N10100,Equities,N10120,Derivatives,N10121,Flow Derivatives,N10122,Options Trading,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SB,UK & Ireland,C782,United Kingdom,2100,UBS AG London Branch,Daniel Thomas,17575790,Team Lead,Lucas Weber,41428626,,,Linda Lopez,16292676,TRUE,TRUE,FALSE,FALSE,TRUE,Control is SOX relevant due to impact on financial reporting for Investment Bank.,,Compliance Committee,Derivatives,Internal System,,Brian Chen,87507357,2021-05-16 0:00:00,,,2023-04-01 0:00:00,2023-04-01 0:00:00,"BCBS239 Control, Automated Control, Regulatory Control, IT General Control","Classification, Existence","Talent and Resource Management, Process Execution","N40113, N40413, N14963","Control Testing, Capital Calculations, Deal Execution",Control applies to multiple functions within Investment Bank.,"3100, 1000","UBS Securities LLC, UBS AG Zurich"
,CTRL-5996775663,Market Manipulation Detection Control - Asset Management,This control monitors and manages market manipulation detection - asset management to ensure appropriate employee behavior and client treatment.,TRUE,Level 2,CTRL-2812140441,Preventative,IT Dependent Manual,Intraday,TRUE,"Evidence includes system screenshots, approval emails, and reconciliation reports for market manipulation detection control - asset management.",2021-01-27 0:00:00,TRUE,2021-02-26 0:00:00,Active,2021-01-27 0:00:00,,,Last reviewed on 2024-07-03. Control operating effectively.,2024-07-03 00:00:00,N00000,All Functions,N30000,Asset Management,N30100,Traditional Investments,N30110,Fixed Income,N30111,Credit,N30112,Investment Grade,N30113,Portfolio Management,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SGE,Germany & Austria,C276,Germany,2210,UBS Europe SE Frankfurt,Edward Williams,19768947,Senior Analyst,Alexander Thomas,74343201,,,,,FALSE,TRUE,FALSE,TRUE,TRUE,Control is SOX relevant due to impact on financial reporting for Asset Management.,,Compliance Committee,,Calypso,,Harper Wang,50693207,2021-01-25 0:00:00,,,2024-07-03 0:00:00,,"Financial Reporting Control, BCBS239 Control, Automated Control, CCAR Control","Existence, Presentation and Disclosure, Completeness, Accuracy","Market Conduct, Data Management",N20213,Trust Services,Control applies to multiple functions within Asset Management.,"4200, 1000, 2210","UBS AG Singapore Branch, UBS AG Zurich, UBS Europe SE Frankfurt"
,CTRL-6924716023,Capacity Planning Review Control - Asset Management,This control ensures that capacity planning review - asset management is performed according to established procedures and documented appropriately.,FALSE,Level 2,CTRL-2812140441,Preventative,Manual,Daily,TRUE,"Evidence includes system screenshots, approval emails, and reconciliation reports for capacity planning review control - asset management.",2023-02-22 0:00:00,FALSE,2023-03-24 0:00:00,Active,2023-02-22 0:00:00,,,Last reviewed on 2024-11-22. Control operating effectively.,2024-11-22 00:00:00,N00000,All Functions,N30000,Asset Management,N30100,Traditional Investments,N30110,Fixed Income,N30111,Credit,N30112,Investment Grade,N30113,Portfolio Management,N0000,UBS Group AG (Regional),AMER,Americas,SNA,North America,C840,United States,3100,UBS Securities LLC,Susan Lopez,71851421,Business Manager,Henry Li,32718459,,,Harper King,60090149,FALSE,TRUE,FALSE,FALSE,TRUE,Control is SOX relevant due to impact on financial reporting for Asset Management.,Local requirements for United States operations.,Technology Committee,,Bloomberg,,Lucas Lopez,34702473,2023-02-01 0:00:00,,65208920,,2024-11-22 0:00:00,"Manual Control, Regulatory Control, Key Control","Valuation, Existence, Cutoff, Presentation and Disclosure","Operational Resilience, Financial Crime Prevention",N20113,Investment Advisory,Control applies to multiple functions within Asset Management.,3200,UBS Financial Services Inc
,CTRL-3392080953,Master Data Management Control - Asset Management,This control ensures data integrity through master data management - asset management. Data stewards validate accuracy and completeness of critical data elements on a regular basis.,FALSE,Level 2,CTRL-7665963761,2nd Line Detective,IT Dependent Manual,Annually,TRUE,"Evidence includes system screenshots, approval emails, and reconciliation reports for master data management control - asset management.",2022-08-17 0:00:00,TRUE,,Active,2022-08-17 0:00:00,,,Last reviewed on 2024-05-13. Control operating effectively.,2024-05-13 00:00:00,N00000,All Functions,N30000,Asset Management,N30100,Traditional Investments,N30110,Fixed Income,N30111,Credit,N30112,Investment Grade,N30113,Portfolio Management,N0000,UBS Group AG (Regional),AMER,Americas,SNA,North America,C840,United States,3200,UBS Financial Services Inc,Daniel Fischer,20820219,Team Lead,Oliver Garcia,64395532,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,Local requirements for United States operations.,Compliance Committee,Loans,Calypso,,Thomas White,84182331,2022-07-29 0:00:00,,,2024-05-13 0:00:00,2024-05-13 0:00:00,CCAR Control,,"Data Management, Market Conduct","N10112, N20113","Electronic Trading, Investment Advisory",Control applies to multiple functions within Asset Management.,"1000, 4200, 4100","UBS AG Zurich, UBS AG Singapore Branch, UBS AG Hong Kong Branch"
